Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)
73	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-002	1	Roots:Factor2	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	20	
74	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-002	1	Roots:Factor3	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	21	
76	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-002	1	Roots:Root	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	3	3	.	correct	0	0	1	.	Determine _cube root	1	
77	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-009	1	Roots:Factor1	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	8/26/2015 12:40	2	2	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	22	
78	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-009	1	Roots:Factor2	8/26/2015 12:40	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	1	1	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	23	
79	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-009	1	Roots:Factor3	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	24	
81	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-009	1	Roots:Root	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	3	3	.	correct	0	0	1	.	Determine _cube root	2	
82	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-012	1	Roots:Factor1	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	4	4	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	25	
83	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-012	1	Roots:Factor2	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	1	1	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	26	
84	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-012	1	Roots:Factor3	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	27	
86	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-012	1	Roots:Root	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	2	2	.	correct	0	0	1	.	Determine _cube root	3	
87	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-011	1	Roots:Factor1	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	2	2	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	28	
88	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-011	1	Roots:Factor2	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	6	.	6	incorrect	1	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	29	
89	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-011	1	Roots:Factor3	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	30	
91	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-011	1	Roots:Root	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	1	1	.	correct	0	0	1	.	Determine _cube root	4	
92	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-015	1	Roots:Factor1	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	2	2	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	31	
93	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-015	1	Roots:Factor2	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	1	1	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	32	
94	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-015	1	Roots:Factor3	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	33	
96	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-015	1	Roots:Root	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	1	1	.	correct	0	0	1	.	Determine _cube root	5	
97	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-001	1	Roots:Factor1	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	2	2	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	34	
98	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-001	1	Roots:Factor2	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	35	
99	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-001	1	Roots:Factor3	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	0.5	0.5	.	correct	0	0	1	.	WRITE GIVEN WHOLE NUMBER AS POSITIVE PRODUCT	36	
101	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm6, Section rootsmsm6-2"	cube1-001	1	Roots:Root	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	8/26/2015 12:41	1	1	.	correct	0	0	1	.	Determine _cube root	6	
102	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:SelectImperfect	8/26/2015 12:42	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	65	65	.	correct	0	0	1	.	Choose non-perfect _square	1	
103	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:PowerLowerBound	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	9	.	9	incorrect	1	0	1	.	Identify lower perfect _square	1	
104	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:PowerUpperBound	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	11	.	11	incorrect	1	0	1	.	Identify upper perfect _square	1	
105	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:RootLowerBound	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	17	.	17	incorrect	1	0	1	.	Identify lower _square root as whole number	1	
106	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:RootUpperBound	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	8/26/2015 12:43	3	.	3	incorrect	1	0	1	.	Identify upper _square root as whole number	1	
107	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:DiscriminateMidpoint	8/26/2015 12:43	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	27	.	27	incorrect	1	0	1	.	Identify approximation as upper half	1	
108	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:DecimalRootLowerBound	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	31	.	31	incorrect	1	0	1	.	Identify lower _square root as tenths decimal	1	
109	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:DecimalRootUpperBound	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	9	.	9	incorrect	1	0	1	.	Identify upper _square root as tenths decimal	1	
110	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-001	1	Roots:PositiveApproximateRoot	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	8/26/2015 12:44	5	5	.	correct	0	0	1	.	Identify _square root to tenths place	1	
111	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:SelectImperfect	8/26/2015 12:45	8/26/2015 12:45	8/26/2015 12:45	8/26/2015 12:45	36	.	36	incorrect	2	0	1	.	Choose non-perfect _square	2	
112	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:PowerLowerBound	8/26/2015 12:45	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	149	149	.	correct	0	0	1	.	Identify lower perfect _square	2	
113	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:PowerUpperBound	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	17	17	.	correct	0	0	1	.	Identify upper perfect _square	2	
114	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:RootLowerBound	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	6	6	.	correct	0	0	1	.	Identify lower _square root as whole number	2	
115	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:RootUpperBound	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	8/26/2015 12:48	4	4	.	correct	0	0	1	.	Identify upper _square root as whole number	2	
116	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:DiscriminateMidpoint	8/26/2015 12:48	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	28	28	.	correct	0	0	1	.	Identify approximation as upper half	2	
117	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:DecimalRootLowerBound	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	21	21	.	correct	0	0	1	.	Identify lower _square root as tenths decimal	2	
118	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:DecimalRootUpperBound	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	9	9	.	correct	0	0	1	.	Identify upper _square root as tenths decimal	2	
119	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-117	1	Roots:PositiveApproximateRoot	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	8/26/2015 12:49	13	13	.	correct	0	0	1	.	Identify _square root to tenths place	2	
120	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:SelectImperfect	8/26/2015 12:50	8/26/2015 12:50	8/26/2015 12:50	8/26/2015 12:50	33	.	33	incorrect	3	0	1	.	Choose non-perfect _square	3	
121	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:PowerLowerBound	8/26/2015 12:50	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	165	165	.	correct	0	0	1	.	Identify lower perfect _square	3	
122	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:PowerUpperBound	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	19	19	.	correct	0	0	1	.	Identify upper perfect _square	3	
123	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:RootLowerBound	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	7	7	.	correct	0	0	1	.	Identify lower _square root as whole number	3	
124	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:RootUpperBound	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	8/26/2015 12:53	1	1	.	correct	0	0	1	.	Identify upper _square root as whole number	3	
125	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:DiscriminateMidpoint	8/26/2015 12:53	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	19	.	19	incorrect	1	0	1	.	Identify approximation as lower half	1	
126	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:DecimalRootLowerBound	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	16	16	.	correct	0	0	1	.	Identify lower _square root as tenths decimal	3	
127	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:DecimalRootUpperBound	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	6	6	.	correct	0	0	1	.	Identify upper _square root as tenths decimal	3	
128	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-129	1	Roots:PositiveApproximateRoot	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	6	6	.	correct	0	0	1	.	Identify _square root to tenths place	3	
129	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:SelectImperfect	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	8/26/2015 12:54	10	.	10	incorrect	1	0	1	.	Choose non-perfect _square	4	
130	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:PowerLowerBound	8/26/2015 12:54	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	21	21	.	correct	0	0	1	.	Identify lower perfect _square	4	
131	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:PowerUpperBound	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	13	13	.	correct	0	0	1	.	Identify upper perfect _square	4	
132	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:RootLowerBound	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	2	2	.	correct	0	0	1	.	Identify lower _square root as whole number	4	
133	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:RootUpperBound	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	1	1	.	correct	0	0	1	.	Identify upper _square root as whole number	4	
134	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:DiscriminateMidpoint	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	11	11	.	correct	0	0	1	.	Identify approximation as lower half	2	
135	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:DecimalRootLowerBound	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	16	.	16	incorrect	1	0	1	.	Identify lower _square root as tenths decimal	4	
136	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:DecimalRootUpperBound	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	8/26/2015 12:55	5	5	.	correct	0	0	1	.	Identify upper _square root as tenths decimal	4	
137	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-126	1	Roots:PositiveApproximateRoot	8/26/2015 12:55	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	3	3	.	correct	0	0	1	.	Identify _square root to tenths place	4	
138	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:SelectImperfect	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	5	5	.	correct	0	0	1	.	Choose non-perfect _square	5	
139	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:PowerLowerBound	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	27	27	.	correct	0	0	1	.	Identify lower perfect _square	5	
140	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:PowerUpperBound	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	8/26/2015 12:56	15	15	.	correct	0	0	1	.	Identify upper perfect _square	5	
141	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:RootLowerBound	8/26/2015 12:56	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	4	4	.	correct	0	0	1	.	Identify lower _square root as whole number	5	
142	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:RootUpperBound	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	2	2	.	correct	0	0	1	.	Identify upper _square root as whole number	5	
143	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:DiscriminateMidpoint	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	6	.	6	incorrect	1	0	1	.	Identify approximation as lower half	3	
144	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:DecimalRootLowerBound	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	9	9	.	correct	0	0	1	.	Identify lower _square root as tenths decimal	5	
145	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:DecimalRootUpperBound	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	11	.	11	incorrect	1	0	1	.	Identify upper _square root as tenths decimal	5	
146	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-048	1	Roots:PositiveApproximateRoot	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:57	11	11	.	correct	0	0	1	.	Identify _square root to tenths place	5	
147	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:SelectImperfect	8/26/2015 12:57	8/26/2015 12:57	8/26/2015 12:58	8/26/2015 12:58	12	.	12	incorrect	3	0	1	.	Choose non-perfect _square	6	
148	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:PowerLowerBound	8/26/2015 12:58	8/26/2015 12:58	8/26/2015 12:58	8/26/2015 12:58	30	30	.	correct	0	0	1	.	Identify lower perfect _square	6	
149	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:PowerUpperBound	8/26/2015 12:58	8/26/2015 12:58	8/26/2015 12:59	8/26/2015 12:59	28	.	28	incorrect	1	0	1	.	Identify upper perfect _square	6	
150	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:RootLowerBound	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	3	3	.	correct	0	0	1	.	Identify lower _square root as whole number	6	
151	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:RootUpperBound	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	2	2	.	correct	0	0	1	.	Identify upper _square root as whole number	6	
152	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:DiscriminateMidpoint	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	4	4	.	correct	0	0	1	.	Identify approximation as lower half	4	
153	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq1topiciv=iprept2fem73=xznvlx, Unit rootsmsm8, Section rootsmsm8-1"	scroots2-151	1	Roots:DecimalRootLowerBound	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	8/26/2015 12:59	8	8	.	correct	0	0	1	.	Identify lower _square root as tenths decimal	6	
